timestamp,frameNum,error,gesturePresence,gesture,ktoGesture,gestureFeatures_0,gestureFeatures_1,gestureFeatures_2,gestureFeatures_3,gestureFeatures_4,gestureFeatures_5,gestureFeatures_6,gestureFeatures_7,gestureFeatures_8,gestureFeatures_9,gestureFeatures_10,gestureFeatures_11,gestureFeatures_12,gestureFeatures_13,gestureFeatures_14,gestureFeatures_15,procTimeData_interFrameProcTime,procTimeData_transmitOutTime,powerData_power1v8,powerData_power3v3,powerData_power1v2,powerData_power1v2RF,tempData_tempRx,tempData_tempTx,tempData_tempPM,tempData_tempDIG,presenceThreshold
1757483558998.8381,31276,0,1,0,0,31.501617431640625,0.5011340975761414,-33.91889572143555,34.51455307006836,0.0,-1.3044668436050415,-2.511568546295166,124.7950210571289,75.54801940917969,0.48546507954597473,0.2655375003814697,-0.2963365316390991,33.764854431152344,136.10543823242188,2.770963191986084,8.038261413574219,5611,2983,1460,0,797,1114,40,42,41,42,0
1757483559029.86,31277,0,1,0,0,31.553770065307617,0.5686907172203064,-34.377681732177734,34.88681411743164,0.0,-2.91975736618042,-1.3799248933792114,64.5577621459961,84.72705841064453,0.4885997176170349,0.2557690143585205,-0.3455013632774353,32.7592887878418,135.1929168701172,2.565690040588379,9.088743209838867,5527,2983,1460,0,797,1114,39,42,41,43,0
1757483559058.153,31278,0,1,0,0,31.466102600097656,0.9062604904174805,-34.48847579956055,35.102684020996094,0.0,-3.4923439025878906,1.4593639373779297,62.44507598876953,71.21851348876953,0.5348886847496033,0.29059720039367676,-0.445999413728714,35.7564582824707,134.81051635742188,3.291902542114258,10.729292869567871,5607,2983,1460,0,797,1114,39,42,41,42,0
1757483559103.8384,31279,0,1,0,0,31.540483474731445,0.6493443250656128,-34.37606430053711,35.10731506347656,0.0,-0.2590979337692261,0.24574138224124908,107.4823226928711,58.69929122924805,0.5348813533782959,0.2933407723903656,-0.5441607236862183,36.90092849731445,140.545654296875,3.3711609840393066,11.336671829223633,5460,2983,1460,0,797,1114,39,42,41,42,0
1757483559133.118,31280,0,1,0,0,31.473726272583008,0.7874534130096436,-34.18849182128906,34.72874450683594,0.0,1.7046523094177246,1.7391695976257324,84.67854309082031,61.780391693115234,0.5564479231834412,0.32724401354789734,-0.584604024887085,38.81787109375,145.39930725097656,3.318974256515503,10.685985565185547,5602,2983,1460,0,797,1114,39,42,41,43,0
1757483559163.295,31281,0,1,0,0,31.500732421875,0.6502843499183655,-34.6150016784668,34.8170280456543,0.0,1.527801752090454,0.8386448621749878,78.01054382324219,76.55831909179688,0.5943345427513123,0.3399623930454254,-0.5601835250854492,34.64575958251953,136.5322723388672,2.482957124710083,8.657193183898926,5598,2982,1460,0,797,1114,39,42,41,43,0
1757483559208.3757,31282,0,1,0,0,31.42612648010254,0.5180812478065491,-34.35753631591797,34.646812438964844,0.0,-0.8780511617660522,-3.6035683155059814,86.5303726196289,80.6264877319336,0.5522953271865845,0.288928747177124,-0.4742714762687683,21.861581802368164,97.40045166015625,1.9702554941177368,5.476233005523682,5606,2983,1460,0,797,1114,39,42,41,43,0
1757483559238.883,31283,0,1,0,0,31.50265884399414,0.8064035773277283,-34.12514877319336,34.298030853271484,0.0,1.6512455940246582,2.1575722694396973,67.76546478271484,76.23139953613281,0.13257791101932526,0.3381233215332031,-0.34753528237342834,14.248456954956055,39.80301284790039,0.5736660361289978,0.7946483492851257,5595,2983,1460,0,797,1114,39,42,41,43,0
1757483559268.17,31284,0,1,0,0,31.449317932128906,0.66136234998703,-34.37025451660156,34.722076416015625,0.0,-0.8156277537345886,0.45644327998161316,92.3004150390625,89.42750549316406,0.16086791455745697,0.34177160263061523,-0.20923291146755219,3.130161762237549,0.3865412175655365,-0.31693506240844727,-2.342817544937134,5533,2984,1460,0,797,1114,39,42,41,43,0
1757483559313.0771,31285,0,1,0,0,31.462539672851562,0.6912152171134949,-33.95942306518555,34.30211639404297,0.0,2.242147445678711,-0.04846964403986931,94.87773132324219,84.09088897705078,0.1537264585494995,0.33658063411712646,-0.27433809638023376,3.1719858646392822,-0.4518185555934906,-0.21245864033699036,-3.483102560043335,5599,2983,1460,0,797,1114,39,42,41,43,0
1757483559343.6838,31286,0,1,0,0,31.495407104492188,0.33249762654304504,-34.25050735473633,34.859561920166016,0.0,-2.5679280757904053,0.2545202970504761,82.962890625,61.586830139160156,0.22977882623672485,0.37172362208366394,-0.21855469048023224,2.357621431350708,-0.6603094935417175,-0.5294924974441528,-3.7889158725738525,5680,2983,1460,0,797,1114,39,42,41,43,0
1757483559373.3306,31287,0,1,0,0,31.48979949951172,0.5142185688018799,-34.21478271484375,34.429866790771484,0.0,-1.3133352994918823,2.5546774864196777,111.20746612548828,70.75778198242188,0.2355986088514328,0.34789571166038513,-0.40963470935821533,1.0491634607315063,-1.5395331382751465,-0.1798861175775528,-2.9545462131500244,5542,2983,1460,0,797,1114,39,42,41,43,0
1757483559418.8816,31288,0,1,0,0,31.570117950439453,1.1389271020889282,-33.52486038208008,34.485225677490234,0.0,1.990918755531311,0.357344388961792,137.7520751953125,50.70293045043945,0.3450283408164978,0.24607065320014954,-0.4483446478843689,1.4598853588104248,-3.271113872528076,-0.36728784441947937,-3.5646073818206787,5506,2983,1460,0,797,1114,39,42,41,43,0
1757483559448.4321,31289,0,1,0,0,31.434675216674805,0.9994912147521973,-34.15699005126953,34.90284729003906,0.0,-4.616088390350342,-2.7302377223968506,74.43260955810547,69.30268859863281,0.14123590290546417,0.1380242556333542,-0.47051066160202026,0.6379899978637695,-2.4559295177459717,-0.5224075317382812,-4.743417739868164,5541,2984,1460,0,797,1114,39,42,41,43,0
1757483559478.7378,31290,0,1,0,0,31.460996627807617,0.6845875382423401,-34.09480285644531,34.468467712402344,0.0,1.0897854566574097,-3.720360040664673,76.24071502685547,66.15220642089844,0.08433276414871216,0.26643106341362,-0.5143371224403381,0.43481290340423584,-2.3601362705230713,0.9759488701820374,-5.410459995269775,5592,2983,1460,0,797,1114,39,42,41,42,0
1757483559523.2778,31291,0,1,0,0,31.474130630493164,0.8463809490203857,-34.16559600830078,34.46995162963867,0.0,-0.6183639764785767,2.3334617614746094,81.90994262695312,75.2385482788086,0.1196514219045639,0.17583373188972473,-0.5205141305923462,1.09180748462677,-2.4828712940216064,0.3662152588367462,-5.393686294555664,5621,2983,1460,0,797,1114,39,42,41,42,0
1757483559553.1428,31292,0,1,0,0,31.40104866027832,0.39304500818252563,-33.94916915893555,34.704708099365234,0.0,-0.31307950615882874,1.178733468055725,97.73607635498047,95.02645111083984,0.10496177524328232,0.10831289738416672,-0.48695772886276245,0.074778251349926,-2.575883150100708,-0.2536901533603668,-5.397495269775391,5597,2983,1460,0,797,1114,39,42,41,43,0
1757483559583.7036,31293,0,1,0,0,31.456453323364258,0.579598605632782,-34.31050491333008,34.54026412963867,0.0,-0.24930250644683838,-4.161319255828857,104.82445526123047,51.51871871948242,0.12112722545862198,0.1122555211186409,-0.49932754039764404,-0.3280692398548126,-2.564681053161621,0.22075122594833374,-5.429781913757324,5530,2983,1460,0,797,1114,39,42,41,43,0
1757483559628.32,31294,0,1,0,0,31.48314666748047,0.3780767619609833,-34.13638687133789,34.55197525024414,0.0,1.379696249961853,2.042865753173828,78.69536590576172,99.48887634277344,0.039265282452106476,0.06056070700287819,-0.4868979752063751,-0.3127913773059845,-2.6739189624786377,0.10335198789834976,-5.709447860717773,5524,2983,1460,0,797,1114,39,42,41,42,0
